	年份	报告标题	披露时间	披露机构	攻击方法	组织别名	报告摘要
44	2020 (692)	“匿影”挖矿团伙新增勒索组件CryptoJoker，其横向扩散能力存重创企业网络风险	2020/12/8	腾讯	"['木马后门', '勒索软件', '无文件攻击']"	暂无数据	腾讯安全威胁情报中心发现“匿影”挖矿团伙的攻击活动升级，新增加密勒索组件CryptoJoker，该组织已从之前的挖矿计算转向勒索攻击非法牟利。匿影组织传播的勒索病毒组件在执行过程中采用无文件攻击技术，攻击过程中全程无样本文件落地，且在加密数据完成之后会清理定时任务，令事件溯源十分困难。“匿影”最新变种依然沿用NSA武器库中的永恒之蓝漏洞工具对目标发起攻击，攻陷目标后在失陷主机上启动X86/X64.dll的感染流程。首先检测该目标是否已经感染本组织的挖矿木马，如果已感染该团伙的挖矿木马，则不再继续感染勒索。初始有效载荷会释放勒索功能模块和横向移动模块。横向移动沿用永恒之蓝漏洞利用工具包。勒索模块样本使用文件嵌套的形式执行加密勒索与清理功能，全程文件不落地，文件加密沿用经典的AES+RSA模式，加密文件后缀为.devos。勒索信中给出了被攻陷主机个人ID，并自称为CryptoJoker，勒索金额额度为0.1BTC。
45	2020 (692)	APT界劳模：东欧黑客组织使用鱼叉邮件定向攻击乌克兰活动总结	2020/12/7	奇安信	['APT攻击']	Gamaredon	Gamaredon APT组织是疑似具有东欧背景的APT团伙，该组织攻击活动最早可追溯到2013年，其主要针对乌克兰政府机构官员，反对党成员和新闻工作者，进行以窃取情报为目的网络攻击活动 与传统的APT组织类似，Gamaredon APT组织会使用可信的发件人对攻击目标定向发送鱼叉邮件，附件一般为rar或者docx文档，通常采用模板注入作为攻击链的起始部分，执行带有恶意宏的dot文件，释放VBS脚本，下载后续Payload，在2020年中旬时，我们在一封钓鱼邮件中发现Gamaredon APT组织开始使用Lnk作为第一阶段攻击载荷，Lnk会调用mshta执行远程hta脚本，释放诱饵和VBS文件，下载后续Payload。
46	2020 (692)	Rana Android恶意软件	2020/12/7	reversinglabs	['恶意软件']	APT39Chafer	9月17日，美国财政部外国资产控制办公室对伊朗网络威胁组织APT39(也称为Chafer，Cadelspy，Remexi和ITG07)实施了制裁。当天，联邦调查局发布了一份分析报告，描述了与伊朗情报和安全部(MOIS)有关的Rana Corp使用的几种工具，该工具背后的攻击者是APT39黑客组织。 ReversingLabs的研究人员根据报告中提供的信息和IOC，发现了三个样本，分析发现，样本包含一些特定功能。第一个是添加自定义WiFi接入点并强制设备连接。第二个功能是自动应答来自特定电话号码的呼叫，这种功能可以用于音频连接，并且能在紧急启动时使用。该恶意软件支持接收SMS发送的命令，最新版本可监控IM信息。
47	2020 (692)	LILIN DVR/NVR 在野0-day漏洞攻击报告2	2020/12/3	360netlab	"['僵尸网络', '木马后门', '恶意扫描']"	暂无数据	"360最近发现攻击者使用Merit LILIN DVR/NVR默认密码和0-day漏洞，传播Mirai僵尸网络样本。研究人员通过全网资产测绘，发现公网上存在Merit LILIN DVR/NVR指纹（app:""LILIN_DVR""）的设备共有1049094个IP地址，符合上述固件指纹特征的IP共有6748个，其中大部分设备位于在中国台湾省。漏洞类型：远程命令执行漏洞。漏洞原因为Web服务程序/opt/extra/main定义了GET/getclock接口，用于查看和修改设备时间相关配置。当/opt/extra/main程序启动时，会启动命令行程序/mnt/mtd/subapp/syscmd，将需要执行的命令通过共享内存交由syscmd执行：当传入参数cmd的值为set时，可以使用参数NTP_SERVER设置设备的时间同步服务器；由于GET/getclock接口的回调函数，并未对参数NTP_SERVER的值进行过滤，即将相关字段保存，并创建CMDQ_SET_SYS_TIME消息压入cmdQueue；cmdQueue对应的CMDQ_SET_SYS_TIME消息处理函数读取相关字段，并拼接shell命令，写入共享内存，导致远程命令执行漏洞。"
48	2020 (692)	新LILIN DVR零日漏洞被用来传播Mirai僵尸木马	2020/12/3	360netlab	"['僵尸网络', '木马后门', '恶意扫描']"	暂无数据	"360最近发现攻击者使用Merit LILIN DVR/NVR默认密码和0-day漏洞，传播Mirai僵尸网络样本。研究人员通过全网资产测绘，发现公网上存在Merit LILIN DVR/NVR指纹（app:""LILIN_DVR""）的设备共有1049094个IP地址，符合上述固件指纹特征的IP共有6748个，其中大部分设备位于在中国台湾省。漏洞类型：远程命令执行漏洞。漏洞原因为Web服务程序/opt/extra/main定义了GET/getclock接口，用于查看和修改设备时间相关配置。当/opt/extra/main程序启动时，会启动命令行程序/mnt/mtd/subapp/syscmd，将需要执行的命令通过共享内存交由syscmd执行：当传入参数cmd的值为set时，可以使用参数NTP_SERVER设置设备的时间同步服务器；由于GET/getclock接口的回调函数，并未对参数NTP_SERVER的值进行过滤，即将相关字段保存，并创建CMDQ_SET_SYS_TIME消息压入cmdQueue；cmdQueue对应的CMDQ_SET_SYS_TIME消息处理函数读取相关字段，并拼接shell命令，写入共享内存，导致远程命令执行漏洞。"
49	2020 (692)	IBM揭露了针对COVID-19疫苗冷链的全球网络钓鱼活动	2020/12/3	securityintelligence	['暂无数据']	暂无数据	IBM Security X-Force最近发现了一项针对与COVID-19冷链相关的组织的全球范围钓鱼活动。冷链是疫苗供应链的组成部分，可确保在储存和运输过程中安全保存疫苗。网络钓鱼邮件伪装成海尔生物医学公司的业务主管，该公司是CCEOP计划的合格供应商。攻击者极有可能从战略上选择模仿海尔生物医学，因为据称其是世界上唯一的完整冷链供应商。研究人员目前尚不清楚钓鱼活动是否成功，但评估认为此次攻击的目的可能是为了获取凭证以获得未授权访问。
50	2020 (692)	阻击APT：奇安信QOWL引擎挫败BITTER针对国内政企的定向攻击	2020/12/2	奇安信	['恶意软件']	BITTERBITTER蔓灵花蔓灵花	蔓灵花（BITTER）是疑似具有南亚背景的APT组织，该组织长期针对中国，巴基斯坦等国家进行攻击活动，主要针对政府、军工业、电力、核能等单位进行定向攻击，窃取敏感资料。 近日，搭载了奇安信威胁情报中心自主研发反病毒引擎QOWL的奇安信安全终端“天擎”成功阻断蔓灵花组织针对国内企业的定向攻击活动，在此次攻击活动中，该组织依旧使用了其常用的攻击手法，企图释放执行其常用的下载者进行恶意软件部署，但被QOWL杀毒引擎成功拦截。
51	2020 (692)	Turla Crutch：打开“后门”	2020/12/2	WeLiveSecurity	['木马后门']	WaterbugTurla	ESET研究人员发现了Turla组织使用的新后门和窃密工具Crutch，分析认为Crutch并非第一阶段的后门程序，而是在攻击者入侵组织网络之后才部署的。入侵手段包括，使用第一阶段植入物Skipper，然后通过横向移动来破坏本地网络上的其他计算机，使用PowerShellEmpire。Crutch包括一个后门，该后门使用官方HTTPAPI与硬编码的Dropbox帐户进行通信。它可以执行基本命令，例如读写文件或执行其他进程。它通过对Chrome，Firefox或OneDrive的DLL劫持而持久存在。在某些变体中，使用GitHub或常规域名作为C2通道。
52	2020 (692)	There’s a RAT in my code:新的npm恶意软件与Bladabindi木马发现	2020/12/1	Sonatype	"['木马后门', '供应链攻击']"	暂无数据	Sonatype最近在npm注册表中发现了新的恶意软件。该恶意软件与流行的远程访问木马（RAT）捆绑在一起。恶意软件包为：jdb.js和db-json.js。两个软件包均由同一作者发布。npm软件包jdb.js模仿了合法的基于NodeJS的数据库库jdb，包含三个文件：包含njRAT有效负载的Windows可执行文件patch.exe；用于数据收集和侦查、启动patch.exe的module.js；用于启动module.js的package.json清单文件。另一个恶意软件包db-json.js看起来没问题，但是其暗中将恶意的jdb.js作为依赖项，也会使开发人员面临风险。
53	2020 (692)	Xanthe - Docker意识矿工	2020/12/1	Talos	"['僵尸网络', '木马后门']"	暂无数据	Talos最近发现了一种挖矿僵尸网络 Xanthe，该恶意程序会下载主安装程序模块，同时负责将其传播到本地和远程网络上的其他系统。主模块试图通过窃取客户端证书并在不需要密码的情况下连接到其他已知主机来传播。其它bash脚本负责终止安全服务，移除其它挖矿木马，并通过创建计划任务或修改系统启动脚本来确保持久性。主要有效载荷是XMRig Monero挖矿程序的一种变体，利用进程枚举隐藏矿工的存在。
54	2020 (692)	DarkIRC bot利用最近的Oracle WebLogic漏洞	2020/12/1	juniper	"['僵尸网络', '漏洞利用']"	暂无数据	Juniper威胁实验室发现Oracle WebLogic软件上的CVE-2020-14882漏洞正被用于活跃的攻击中。研究人员发现至少存在五种不同的攻击载荷。其中一个名为DarkIRC的bot可以执行一种独特的命令和控制域生成算法：对特定密码钱包地址进行哈希处理，然后获取前14个字符生成C2域。DarkIRC功能包括：浏览器窃取、键盘记录、比特币Clipper、拒绝服务、蠕虫传播、下载文件、执行命令。该bot目前在黑客论坛上以75美元的价格出售。
55	2020 (692)	疑似双尾蝎APT组织以CIA资助哈马斯相关信息为诱饵的攻击活动分析	2020/12/1	奇安信	['诱饵文件']	APT-C-23双尾蝎Two-tailed Scorpion	双尾蝎APT团伙是一个长期针对中东地区的高级威胁组织，其最早于2017年被披露。其至少自2016年5月起，便持续针对巴勒斯坦教育机构、军事机构等重要领域开展了有组织，有计划，有针对性的攻击，该组织拥有针对Windows和Android双平台攻击能力。 近日，奇安信威胁情报中心红雨滴团队在日常的威胁狩猎中捕获多个伪装成视频、文档和图片的可执行文件，此类样本将图标设置为对应的诱饵类型，诱导受害者点击执行。当样本执行后，将释放展示相关诱饵迷惑受害者。释放展示的诱饵包括CIA对哈马斯支持的相关政治类诱饵、巴勒斯坦地区美女视频图片、简历相关文档等。奇安信威胁情报中心经过溯源关联后发现，此次捕获样本疑似均来自APT组织：双尾蝎。
56	2020 (692)	Medusalocker勒索团伙破解RemoteUtilities商业远控软件实施窃密勒索	2020/11/30	腾讯	['勒索软件']	暂无数据	腾讯安全威胁情报中心发现Medusalocker勒索团伙除使用CobaltStrike窃密木马外。还对商业远程控制软件RemoteUtilities（类Teamviwer软件）进行了破解重打包（系对官方版本的窗口、托盘、模块完整校验位置进行Patch）。由于RemoteUtilities属于正规商业远程控制软件，如果被用于窃密监听，会更加隐蔽，安全软件通常并不将此类商业远控软件报告为病毒。RemoteUtilities正常被控端安装后会存在大量模块文件，修改版本安装后仅使用3个模块（移除非远程控制必须组件以外的其他模块），精简破解后重打包的版本安装完成后，会添加计划任务启动，进而实现持久化的远程控制。攻击者向攻击目标植入RemoteUtilities破解修改版本后可完全控制受控机器，可执行远程Shell、屏幕监控操作、语音监控操作、远程文件操作、RDP登录等等。
