,报告标题,APT组织,披露时间,披露机构,攻击方法,报告摘要
44,LuckyMouse使用中国IT公司的证书签署恶意NDISProxy驱动程序,LuckyMouse (5),2018-09-10,Kaspersky,窃听钓鱼水坑式攻击木马后门,卡巴斯基的安全专家观察到LuckyMouse APT（又名Emissary Panda，APT27和Threat Group 3390）在最近的攻击中使用了具有合法数字签名的32位和64位网络过滤驱动程序NDISProxy。 自2018年3月以来，发现了几例感染，在这些感染中未知的木马被注入lsass.exe系统进程内存。这些植入程序由拥有合法数字签名的32位和64位网络过滤驱动程序NDISProxy注入。这个驱动程序是使用属于中国的公司LeagSoft的数字证书签署的，LeagSoft是一家位于广东深圳的信息安全软件开发商。 本报告中描述的活动在中亚高层会议召开之前就已经开始，我们认为幕后的行动者仍然关注地区政治。
45,LuckyMouse访问国家数据中心，组织国家级的水务运动,LuckyMouse (5),2018-06-13,Kaspersky,水坑攻击,由于使用的工具和策略，我们将该活动归因于LuckyMouse中文演员（也称为EmissaryPanda和APT27）。此外，C2域update.iaacstudio [。] com之前已在其广告系列中使用。此活动中发现的工具，如HyperBro特洛伊木马，经常被各种讲中文的演员使用。
46,APT-C-43窃取委内瑞拉的军事机密，为反动派提供情报支持— HpReact运动,Machete (2),2020-09-25,360,钓鱼邮件攻击,2020年6月，360安全中心通过无文件攻击防护功能发现了用Python编写的新后门Pyark。通过对后门的深入挖掘和跟踪分析，我们发现了自2019年以来一直活跃的一系列高级威胁行动。通过入侵委内瑞拉的各种军事机构，攻击者部署了后门，以不断监视和窃取最新军事机密。基于360命名APT组织的方式，我们将其命名为APT-C-43
47,El大砍刀,Machete (2),2014-08-20,Kaspersky,虚假博客网站鱼叉式网络钓鱼电子邮件,卡巴斯基安全研究人员目前发现了Machete APT行动，攻击者使用西班牙语。该行动发起与2010年，2012年有所升级，其功能包括：键盘记录，收集电脑音频，收集截图，收集地理位置，使用电脑摄像头拍照，拷贝文件等。目标国家包括委内瑞拉，厄瓜多尔，哥伦比亚，秘鲁，俄罗斯，西班牙等。目标行业包括军队，政府，大使馆，情报机构。攻击手法为钓鱼邮件和假博客网站。
48,Magecart Group 8分发新支付卡窃取程序,MageCart (5),2020-03-18,RiskIQ,暂无数据,RiskIQ确定Magecart Group 8在搅拌器制造商NutriBullet的国际网站上植入了JavaScript支付卡窃取程序。研究人员在2月20日发现该支付卡窃取程序，其可执行快速检查，以查看浏览器当前所在的页面是否看起来像付款页面，还定义了正确浏览数据所需的变量。程序代码很简单，顶部捕获字段值，并将所有数据放在一起。然后，窃取程序将这些数据转换成一个长文本字符串，该字符串将被加密，发送给攻击者拥有的服务器。该窃取程序最终于3月1日被移除。但在3月5日，攻击者在NutriBullet网站上又植入了一个新分离器，其针对另一个资源，即jQuery的子模块。在第二个支付卡窃取程序被移除后，攻击者于3月10日在该网站植入了第三个支付卡窃取程序，其附加在脚本顶部，但此时研究人员已将攻击者用于接收数据的域拆除。
49,Magecart Group 5与Carbanak组织关联分析,MageCart (5),2019-10-23,Malwarebytes LABS,恶意软件,"国外研究人员最近发现网络金融犯罪组织Magecart Group 5与Carbanak组织存在关联，该组使用的域(notifyaer.info)注册电子邮件地址guotang323@yahoo.com，与Dridex网络钓鱼活动有关的多个域关联，Dridex网络钓鱼活动是由Carbanak团体发起。并且注册信息中对应的电话号码+86.1066569215也与Carbanak组织关联(参考报告""Carbanak Gang Tied to Russian Security Firm?"")。"
50,Magecart针对商业路由器，试图使用旧sinkholed域来绕过检测,MageCart (5),2019-09-24,ibm,供应链攻击木马后门,最近，国外研究人员发现，Magecart Group 5组织正在测试恶意代码，该测试针对商业级7层(L7)路由器(通常用于机场、赌场和酒店等)，旨在注入恶意代码到其加载的合法JavaScript文件中。研究人员发现的一系列测试文件实现了逃避AV检测。并且试图使用一个DGA生成器，其中的域在2012年被分析过，并且大部分被sinkholed，攻击者可能已经研究过这些DGA域何时被sinkholed，以此来绕过检测。攻击者还将其支付卡窃取代码注入流行的JavaScript库Swiper中，通过供应链进行攻击。
51,Magecart组织利用Poker Tracker供应链，窃取扑克迷个人信息,MageCart (5),2019-08-20,Malwarebytes LABS,漏洞利用供应链攻击,研究人员最近揭露了Magecart团伙针对扑克迷的信息窃取活动，攻击者在Poker Tracker(一种面向扑克牌爱好者的软件套件)的网站注入定制化skimmer代码，一旦用户启动Poker Tracker，便会在应用程序中加载受感染的网页。攻击者在域名ajaxclick[.]com上托管了不同的skimmer文件，每个文件都是针对特定的受害者网站。为了避免安全研究人员的审查，攻击者实现了部分服务端代码，确保使用HTTP请求头传递唯一引用。
52,Magecart组织的攻击活动,MageCart (5),2019-07-18,Malwarebytes LABS,暂无数据,我们的威胁情报团队一直在监控参与窃取信用卡数据的一些威胁行为者的活动。通常在Magecart绰号下提到，这些团队使用简单的JavaScript代码（撇渣器）通常注入受损的e- 商业网站窃取他们购买时由不知情的购物者输入的数据。 在对一项运动进行调查的过程中，我们注意到演员采取了一些额外的预防措施以避免中断或罢工。 因此，我们决定深入了解其托管公司提供的防弹技术和服务。
53,操作量子纠缠,Moafee (1),2014-09-14,FireEye,钓鱼,"fireeye安全研究人员发现了两个黑客团伙。Moafee黑客组织驻扎在广东，主要针对争夺南海主权国家的政府，军队网站，也针对过美国国防工业基地。DragonOK黑客组织驻扎在江苏，主要针对台湾和日本的高科技和制造业。两个组织最初的方法都是通过zip或带密码保护的office附件的钓鱼邮件。尽管这两个组织的目标和任务看似不同,研究人员发现Moafee和DragonOK之间的关联为使用了相同的TTP,或许甚至有第三个攻击小组。"
54,MoneyTaker 近一年半的攻击活动,MoneyTaker (1),2017-12-20,Group-IB,后门木马鱼叉式钓鱼攻击漏洞利用水坑攻击,莫斯科的网络安全公司Group-IB于本周一发表了一份长达36页的报告，其间详细介绍了最新发现的一个名为“MoneyTaker”的黑客组织，该组织从2016年5月开始一直活跃至今。研究人员表示，在2016-2017年这过去18个月中，该黑客组织已经针对各种金融机构实施了多达20多起攻击活动——成功窃取了超过1100万美元的资金以及其他可用于进一步攻击的敏感文件。据悉，这些受到影响的金融机构和律师事务所主要分布在美国、英国以及俄罗斯。根据Group-IB安全公司介绍称，该黑客组织主要利用卡片处理系统（包括AWS CBR——俄罗斯银行同业系统，美国SWIFT国际银行信息服务系统）的漏洞针对金融机构发动一次又一次攻击活动。
55,Seedworm疑似使用PowGoop工具攻击多国组织,MuddyWater (16),2020-10-21,Symantec,暂无数据,赛门铁克研究人员披露与伊朗有关联的间谍组织Seedworm（又名MuddyWater）最近几个月非常活跃，针对伊拉克、土耳其、科威特、阿拉伯联合酋长国和乔治亚州的目标进行了攻击，具体包括政府实体、电信和计算机服务部门。Seedworm疑似使用最近被发现的PowGoop工具攻击多目标组织。研究人员在Seedworm攻击的同一台机器上，发现被部署了一个称为PowGoop的工具。并且近期数个受Seedworm攻击的组织也被部署了该工具。但是，目前研究人员仅能在PowGoop和Seedworm之间建立中等信任的关联关系。
56,与伊朗有联系的组织继续以中东地区的组织为目标,MuddyWater (16),2020-10-21,Symantec,恶意软件,黑客组织Seedworm（又名MuddyWater）在最近几个月一直非常活跃，攻击了很多目标，包括伊拉克，土耳其，科威特，阿拉伯联合酋长国和格鲁吉亚。除了政府实体，电信和计算机服务部门的组织也成为目标。 活动期间，攻击者执行凭证窃取活动，并使用称为Secure Sockets Funneling（SSF）和Chisel的开源工具来建立通往其自身基础结构的隧道，使攻击者可以配置本地和远程端口转发，以及将文件复制到受感染的计算机，进行横向移动。
57,Marco Ramilli发布针对伊朗APT组织的分析报告,MuddyWater (16),2020-01-15,marcoramilli,暂无数据,Marco Ramilli研究人员发布了针对伊朗APT组织的初步分析报告，其基于MITER ATT＆CK和Malpedia介绍了组织之间的相互关系。OilRig组织主要在中东开展活动，目标是该地区各行各业的组织，偶尔也会将目标锁定在中东以外的组织。OilRig也会进行供应链攻击。OilRig使用Mimikatz和laZagne等开源工具，Microsoft发行版或sysinternals上可用的常见sysadmin工具集。MuddyWater组织主要针对中东国家，同时也针对欧洲和北美国家。该组织的受害者主要是电信，政府（IT服务）和石油部门。目前只有Powerstats后门才被归因于该组织。APT33组织至少从2013年开始运营，目标是美国、沙特阿拉伯和韩国的多个行业的组织，其TTP非常接近MuddyWater。CopyKittens是至少从2013年就开始运作，目标国家包括以色列、沙特阿拉伯、土耳其、美国、约旦和德国，其使用CobaltStrike工具，在Windows和IOS上使用了代码签名。Cleaver组织，负责Cleaver行动，强有力的间接证据表明Cleaver与组织2889 (TG-2889)有关。
58,伊朗向美国发起的网络攻击历史活动汇总,MuddyWater (16),2020-01-09,paloalto,暂无数据,paloalt对来自伊朗的高级威胁做个详细的描述，报告APT组织，APT组织的攻击活动，TTP 战法对应的ATTCK 、详细的IOC 信息等
59,安全厂商披露MuddyWater的Summer Mirage活动,MuddyWater (16),2020-01-07,Prevailion,木马后门,Prevailion安全小组发现了疑似伊朗组织MuddyWater的攻击活动，并将该活动称为“Summer Mirage”，研究人员认为该活动是先前披露名为“ BlackWater”活动的延续。研究人员发现的两个恶意文档，第一份文档讨论了斯蒂芬·摩尔对美联储的任命，第二份文档讨论了开采和加工原油的公司。这两个文档都依赖于对其受害者进行社会工程以通过启用宏，执行恶意操作，感染目标工作站。一旦宏被启用，恶意代码将试图获取托管命令和控制节点上的PowerShell木马POWERSTATS 。该木马将进行凭证收集运动，并允许攻击者通过交互式命令与受感染主机进行交互。
60,疑似MuddyWater最新动向，利用虚假简历进行攻击,MuddyWater (16),2019-09-30,深信服,钓鱼攻击木马后门,深信服安全团队最近获取到MuddyWater组织的样本，该样本伪装成Doc格式的简历，里面嵌入了恶意宏代码，一旦目标打开文档并启用宏，宏代码将通过PowerShell调用伪装成PNG图片格式的Payload。Payload代码主要用于收集用户名、用户所在域名、进程相关信息，并发送给远程服务器。
61,MuddyWater使用的新武器MuddyC3分析,MuddyWater (16),2019-06-25,奇安信,鱼叉式网络钓鱼,MuddyWater被广泛认为是中东地区长期存在的APT集团。从2019年2月到4月，它对土耳其，伊朗，阿富汗，伊拉克，塔吉克斯坦和阿塞拜疆的政府，教育机构，金融，电信和国防公司发起了一系列鱼叉式网络钓鱼攻击。
