,报告标题,APT组织,披露时间,披露机构,攻击方法,报告摘要
171,疑似白象组织针对巴基斯坦、孟加拉国等南亚国家的最新攻击活动报告,摩诃草 (12),2019-04-19,腾讯,漏洞利用鱼叉网络钓鱼木马后门,腾讯御见威胁情报中心捕获到一例使用鱼叉攻击疑似针对巴基斯坦政府部门的攻击样本，攻击者构造具有恶意宏代码的word文档做为邮件附件发送到攻击目标邮箱，诱饵文档内容包含对PAEC（巴基斯坦原子能委员会）的相关描述。除了巴基斯坦的目标外，我们还发现疑似有孟加拉国某组织的高级技术管理人员也被进行了攻击。 经过关联分析，该次攻击疑似白象组织所为。而有意思的是，经过对基础设施的关联分析，我们还发现某次攻击，而该攻击活动又可以关联到BITTER（蔓灵花）组织。
172,揭秘摩诃草组织攻击活动,摩诃草 (12),2018-11-09,安恒,暂无数据,"报告披露，摩诃草组织(APT-C-09),又称HangOver、VICEROY TIGER、The Dropping Elephant、Patchwork,是一个来自于南亚地区的境外APT组织,该组织已持续活跃了7年。该组织2015年12月（也有报告称早在2014年开始的）开始针对与中国南海问题相关的世界各国政府、军方和相关机构进行APT攻击。攻击一般以相关南海问题的文档为诱饵，诱使用户点击。如果用户没有安装补丁，文档打开后会嵌入执行CVE-2014-4114漏洞代码。从而部署攻击载体，绕过UAC，获得更高权限之后，以Meterpreter方式执行powersploit脚本。然后开始对文档和目标主机价值进行筛选判断，如果目标足够有价值，攻击者再次进行第二阶段攻击。"
173,疑似摩诃草组织最新攻击样本，使用新域名钓鱼用户主机名等基础信息,摩诃草 (12),2018-09-27,360,暂无数据,9月中上旬，360 CERT在处理恶意样本时发现一例疑似摩诃草组织的攻击样本。该样本C2指向filepiece.com。分析人员表示这可能是摩诃草组织一个新的，准备或正在投入使用的域名资产。该样本是一个Dropper。属于攻击链条的中间环节。其主要功能是获取目标对象的用户名、计算机名等基础信息。将这些基础信息编码后回传C2服务器，并从C2服务器下载下一阶段攻击载荷继续执行。并设置开启自启动。通过样本功能和代码结构的对比，研究人员确认该样本与摩诃草组织今年5月的攻击样本属于同源样本。filepiece.com域名在本次攻击中作为C2域名使用。持续跟踪显示，该域名在9月25日主页解析产生变化。由于主机空间提示信息路由地址尚存在，表明该域名正受到控制，也正在被使用。
174,摩诃草利用Office CVE-2017-8570漏洞，针对我国敏感机构开展网络钓鱼攻击,摩诃草 (12),2018-04-02,奇安信,暂无数据,在2018年春节前后，360威胁情报中心与360安全监测与响应中心协助用户处理了多起非常有针对性的鱼叉邮件攻击事件，发现了客户邮件系统中大量被投递的鱼叉邮件，被攻击的单位为某些重要敏感的政府机构。而经过溯源分析与关联，幕后团伙正是摩诃草组织（APT-C-09）。360威胁情报中心在本文中对本次攻击活动的过程与细节进行揭露，希望企业组织能够引起重视，并采取必要的应对措施。
175,摩诃草APT团伙新脚本类攻击样本分析报告,摩诃草 (12),2018-01-03,360,暂无数据,360威胁情报中心在近期对“摩诃草”组织的攻击活动监测过程中，发现其投入使用的新的攻击样本。“摩诃草”组织主要针对我国的政府机构、科研教育领域以及军事领域的目标人员进行攻击，其主要使用鱼叉攻击，也使用基于即时通讯工具和社交网络作为恶意代码的投递途径。其攻击使用的恶意代码主要针对Windows系统，历史也出现过针对其他平台的恶意代码。对此360发布了相关分析报告，揭露该组织最新的攻击技术细节。
176,安全厂商发布APT-C-37和Molerats的分析报告,拍拍熊 (2),2020-01-15,General Dynamics Fidelis Cybersecurity,远控木马网络钓鱼,Alien Labs对Molerats和APT-C-37组织2019年活动及其二者的关联性进行了分析。APT-C-37（又称Pat-Bear或叙利亚电子军团SEA），于2015年10月首次被披露，其目标是恐怖组织的成员。APT-C-37的目标范围逐渐扩展到政府机构、武装部队领导、媒体组织、政治活动家和外交官，主要针对西方国家受害者，目的是破坏其网站和社交帐户，在入侵其中一名受害者后留下足迹。APT-C-37使用流行的商业远控木马来针对Windows和Android系统。Molerats组织自2012年以来开始活跃，据称Molerats是Gaza Cybergang Group1，其大量使用流行的远控木马。这两个组织都针对中东和北非地区（特别侧重于巴勒斯坦领土），二者都通过使用网络钓鱼电子邮件来接近受害者，邮件包含诱饵文件（大多数为阿拉伯文），并且包含有关该地区政治局势的主题。
177,APT组织“拍拍熊”对巴勒斯坦政府攻击事件报告,拍拍熊 (2),2019-11-11,瑞星,木马后门网络钓鱼,瑞星威胁情报中心最近捕获到两起针对巴勒斯坦大选的APT攻击事件，该组织通过投放伪装成巴勒斯坦选举会议的相关文档等方式进行远程控制攻击，其意图以攻击巴勒斯坦政府为主，目的在于影响巴勒斯坦国家大选。钓鱼邮件使用巴勒斯坦选举主题，攻击者投放的病毒样本为SFX（自解压）文件，并且图标被伪装成WORD图标。攻击者为了迷惑受害者，会先将诱饵文档释放在%temp%路径下，并打开，然后利用mshta.exe执行http://192.119.111.4/xx/dv脚本，同时在启动菜单中下创建一个指向执行脚本的LNK文件，以维护持久性。恶意活动最终投递Houdini远控木马收集受害者系统信息和进行远程控制。
178,APT28使用北约主题作为诱饵，实施Zebrocy恶意软件攻击,奇幻熊 (22),2020-09-22,quointelligence,钓鱼攻击木马后门,QuoINT最近检测到正在进行的APT28活动，该活动可能是从8月5日开始。攻击中使用的恶意软件是Zebrocy Delphi版本。攻击者以北约即将举行的培训为诱饵主题，针对阿塞拜疆的一个特定政府机构发起钓鱼。攻击者将恶意.zip文件伪装成JPEG图片格式以逃避AV或其他检测系统。正确解压缩后，.zip文件将分发名字相同的exe文件(即Zebrocy恶意软件)和xls格式文件。采用相同的文件名可能是攻击者为了让目标在不小心中打开exe格式的恶意文件。该活动与2020年8月揭露的ReconHellcat活动具有时间和攻击目标上的巧合。
179,寄居在高加索地区的奇幻熊爪,奇幻熊 (22),2020-08-18,奇安信,暂无数据,近日，奇安信安全团队发现APT28组织新活动。通过对受害者进行合理推测，综合多方面线索分析，研究人员大致判断本次活动是针对阿塞拜疆国内知名人士、意见领袖以及政治家进行定向攻击的APT事件。高加索地区民族较为复杂，历史上各大帝国均会争夺这片地区，本次攻击活动是冲突从现实政治空间到网络空间的典型折射。本次捕获的样本为Zebrocy新样本，其功能主要为Downloader，与之前捕获的样本相比，免杀效果更好，运行后会先进行持久化操作并弹出错误提示框迷惑用户，当以特定的参数启动时会进行屏幕截图，通过定时器回调函数，将数据发送到远程服务器，并等待下载后续payload。
180,2019年当铺风波一年的扫描和认证针对知名目标的网络钓鱼,奇幻熊 (22),2020-03-19,TrendMicro,鱼叉式网络钓鱼电子邮件0day零日漏洞水坑攻击,Pawn Storm是一项持续不断的网络间谍活动，其活动可以追溯到2004年，在针对美国及其盟国的国防承包商人员，使馆和军事力量以及国际媒体进行网络攻击后，该游戏声名狼藉以及不同民用行业和部门的公民，以及其他目标。 多年来，趋势科技一直密切监视Pawn Storm及其各种攻击媒介和方法，这些攻击媒介和方法通常有助于地缘政治的破坏和间谍活动。这项较新的操作采用了多种攻击方法，其中包括针对高姿态目标的鱼叉式网络钓鱼电子邮件，这是典当风暴武器库中的主要内容。
181,疑似APT28针对哈萨克斯坦矿业公司的样本分析,奇幻熊 (22),2019-10-31,github,鱼叉式网络钓鱼木马后门,"国外研究人员发现包含附件""gorodpavlodar.doc""的电子邮件被发送给哈萨克斯坦大型矿业公司员工。电子邮件声称是""Pavlodar市官方""发送，但是其地址实际为""pavlodar.news@bk.ru""。附件内容为俄文，大致为""住宅热水供应时间表""，并且提示收件人""启用内容""以查看受保护的文档。一旦启用，便会执行包含在其中的宏代码，宏删除原始文档，并打开辅助文档""graphic.doc""，该文档包含可执行文件""libssl.exe""的嵌入式宏。该可执行文件将修改注册表""Run""键维持持久性，然后通过HTTP POST请求连接到硬编码的C2地址。研究人员观察到此样本的相关特征与Zebrocy木马相似，因此推测该活动来源于俄罗斯黑客组织APT28。"
182,指向世界反兴奋剂机构和国际体育组织的网络暗战,奇幻熊 (22),2019-10-28,奇安信,钓鱼攻击木马后门,2019年10月28日，微软威胁情报中心报道了一个重要的网络攻击：APT28组织针对全球的反兴奋剂机构和体育组织发起攻击。其认为，随着2020年东京夏季运动会开幕日即将到来之季，披露此次攻击很有必要。
183,APT28持续针对东欧、中亚外交机构，使用新Nim语言下载器,奇幻熊 (22),2019-09-24,ESET,鱼叉网络钓鱼木马后门,APT28从去年开始被发现使用鱼叉式钓鱼邮件，针对东欧和中亚的外交部和大使馆。最近，研究人员发现该组织在活动中使用较新的语言Nim编写的下载器，并且使用了由Golang编写(过去使用Delphi)的新Zebrocy后门。下载器通过检测可执行文件的第一个字母是否更改来确定是否在沙箱中，通过设定偏移量和字符串替换来混淆，以逃避基本静态分析工具。Zebrocy后门添加了AES算法，十六进制编码和截屏功能。由以上可见，APT28在该活动并没有选择使用新的恶意软件，而是偏向将旧的恶意工具移植到其他语言中，以逃避检测。
184,疑似俄罗斯地区新APT组织HexCode的攻击活动分析,奇幻熊 (22),2019-09-20,360,暂无数据,微步在线近期发现一个疑似具有俄语背景的APT组织，该组织使用的攻击手法与个别目前被曝光的俄罗斯APT组织（APT28、Gamaredon、DragonFly等）存在少许相似，但在攻击细节和使用木马上却存在本质的区别。该组织使用的木马首包是将目标系统配置信息以16进制方式回传到C2。研究人员分析HexCode组织至少自2016年开始活跃，曾使用包含恶意宏或漏洞利用(CVE-2017-11882)的文档作为诱饵，近期则多使用RAR自解压文档作为诱饵。2019年以来，发现该组织利用多种哈萨克斯坦时事主题文档，对哈克斯坦政府、外交、情报机构、医疗卫生等行业组织机构进行鱼叉攻击。8月，该组织针对哈萨克斯坦信息技术市场上最大的公司NITEC相关员工发起钓鱼攻击，该司主要服务国家机构。为了避免附件木马被自动化识别检测，攻击者对附件使用密码加密压缩。
185,APT28利用远程模板注入攻击东欧国家外交机构,奇幻熊 (22),2019-08-29,Telsy,漏洞攻击网络钓鱼,Telsy CTI团队在8月22日发现APT28组织至少针对一个东欧国家外交机构的网络钓鱼活动。检索到的电子邮件消息使用远程模板注入，虽然发现时文件已不可用，但研究人员从Dropbox在线存储服务中搜集到了恶意远程内容，解压缩内容为.doc和.exe文件。在第一个宏代码中提供的函数rn用于静默地启动.doc文件，.doc文件的Sub_AutoOpen()触发的另一个代码块用于执行.exe文件并退出应用程序。 .exe文件是zebrocy下载器的一个变种，该变种主要目的是执行旨在收集系统信息的操作后，下载并支持执行其它恶意组件。目前研究人员还没有发现最终的有效载荷。
186,安全厂商发布APT28组织DLL后门的技术分析,奇幻熊 (22),2019-08-28,Cylance,漏洞攻击木马后门,Cylance研究人员发现攻击组织APT28的植入工具样本，分析发现它是一个多线程DLL后门，允许能够完全访问和控制目标主机。该后门使用c++编写，并与OpenSSL和Poco c++框架静态链接。由于文件打包为DLL，目的是将其注入长期运行的进程，该进程被授予互联网访问权限（例如NetSvc服务组）或具有本地防火墙权限的进程。该后门是非模块性的，但具有文件下载、上载、远程命令执行和交互式shell访问的基本功能，根据定义的睡眠或活动时间表连接到C2进行通信。C2服务器使用域生成算法（DGA）生成，与其通信协议使用RSA加密，Base64编码的JSON通过端口443的HTTPS或使用端口80在HTTP上进行交换。
187,Zebrocy之旅,奇幻熊 (22),2019-05-22,ESET,鱼叉式网络钓鱼,三年前，Sednit集团在中东和中亚各国发布了针对受害者的新组件。从那时起，组件的数量和多样性急剧增加。ESET 研究人员和其他 公司的同事记录了这些组件; 然而，在本文中，我们将重点关注什么是超越妥协，一旦受害者系统运行Zebrocy Delphi后门，操作员会做什么。
188,ESET曝光Lojax:首个被利用的UEFI rootkit案例,奇幻熊 (22),2018-09-27,ESET,病毒恶意软件,ESET公开披露了据称是第一个在现实攻击活动中被捕获的UEFI rootkit，它具备很强的生存能力，即使是在受害者重装系统、更换硬盘之后也依然能够存活。此次被公开披露的这个UEFI rootkit便是黑客对LoJax软件稍作修改之后而来的，同样具备覆盖UEFI固件的能力，但改变了与Absolute Software服务器通信的后台进程，使得它会向Sednit组织的C&C服务器进行报告。如果你已经感染了该恶意软件，那么你能做的也就只剩下使用对应主板的干净固件映像重新刷新SPI闪存。这是一个非常繁琐的过程，必须手动进行且需要掌握相应的专业知识。还有一个更简单、直接的办法——更换受感染的主板。
189,罗马假日行动 - 狩猎俄罗斯APT28,奇幻熊 (22),2018-07-13,CSE CyberSec,木马后门,最近，一系列新的恶意软件样本被提交到主要的在线沙箱。 我们注意到一些提交给Virus Total的样本被一些专家归因于俄罗斯APT28组。 APT28小组（又名Fancy Bear，Pawn Storm，Sednit，Sofacy和Strontium）自2007年以来一直活跃，它的目标是全球的政府，军队和安全组织。 该组织还涉及针对2016年总统选举的一系列攻击。
190,Sofacy Group的并行攻击,奇幻熊 (22),2018-06-06,paloalto,网络钓鱼攻击,Sofacy小组仍然是一个持久的全球威胁。第42单元和其他人在2018年上半年表明，这个威胁行动者组织如何继续瞄准世界各地的多个组织，特别强调主要在北美和欧洲的政府，外交和其他战略组织。
191,Sednit组织更新换代：一款值得密切关注的恶意软件Zebrocy分析,奇幻熊 (22),2018-04-24,ESET,后门木马鱼叉式钓鱼攻击漏洞利用,Sednit组织在过去两年中大量使用Zebrocy，其为Sednit工具库中稳定、成熟的工具之一，并且这一工具值得密切关注。
192,玛莎和这些熊,奇幻熊 (22),2018-03-09,Kaspersky,恶意软件,Sofacy，也被称为APT28，Fancy Bear和Tsar Team，是一个多产，资源充足且持久的对手。它们有时被描绘成野性和鲁莽，但正如我们的知名度所见，该群体可以是务实，有计划和敏捷的。
193,Sofacy攻击多个政府实体,奇幻熊 (22),2018-02-28,paloalto,鱼叉式网络钓鱼,Sofacy小组（AKA APT28，Fancy Bear，STRONTIUM，Sednit，Tsar Team，Pawn Storm）是着名的对手，在2018年新的日历年中保持高度活跃。第42单元由于其在全球的持久性而积极监督该小组跨越所有垂直行业。最近，我们在世界各地的各个外交部发现了一项运动。有趣的是，在广告系列中似乎有两个平行的努力，每个努力都使用完全不同的攻击工具集。
194,一片2017年的Sofacy活动,奇幻熊 (22),2018-02-20,Kaspersky,鱼叉式网络钓鱼,此文章将调查2017年Sofacy活动过去一年中的知名人士，包括他们的目标，技术和基础设施说明。没有一个研究小组具有100％的全球可见性，我们收集的数据也相应地呈现。在这里，外部APT28报道2017年Darkhotel风格的欧洲活动和经销商的选择鱼叉式钓鱼是有意义的。
195,,奇幻熊 (22),2018-01-12,TrendMicro,鱼叉式网络钓鱼,在2017年夏季和秋季，我们观察到Pawn Storm针对一些组织进行了凭证网络钓鱼和鱼叉式网络钓鱼攻击。多年来，Pawn Storm的作案手法非常一致，他们的一些技巧伎俩被反复使用。例如，tabnabbing用于对抗Yahoo! 用户于2017年8月和9月在美国政治主题电子邮件中发布。我们在2014年首次讨论的方法涉及在分散目标后，将浏览器选项卡更改为指向网络钓鱼站点。
196,APT28将恶意软件嵌入到Doc文档中实施攻击,奇幻熊 (22),2017-11-07,McAfee,后门木马鱼叉式钓鱼攻击漏洞利用供应链攻击水坑攻击,McAfee高级威胁研究分析师发现了一个恶意的Word文档，该文档似乎利用了高级威胁研究先前报告的Microsoft Office动态数据交换（DDE）技术。本文件可能标志着APT28首次使用这种技术。使用带有PowerShell的DDE允许攻击者在受害者的系统上执行任意代码，而不管是否启用宏。
197,熊在中间入侵民主党全国委员会,奇幻熊 (22),2016-06-15,CrowdStrike,C&C,俄罗斯间谍机构COZY BEAR(APT29)，FANCY BEAR(APT28)分别对美国民主党全国委员会系统发起入侵。
198,针对美国政府机构的新型Sofacy攻击,奇幻熊 (22),2016-06-14,paloalto,木马植入钓鱼软件CVE-2015-1641,Sofacy组织，也被称为APT28，是经常进行网络间谍活动的威胁组织。近日，Unit42确定了Sofacy针对美国政府的钓鱼邮件。电子邮件是从外交部一个可能的已经被黑帐户发出，并携带有木马Carberp的变种。该木马采用了一种前所未见的隐藏机制，本文将逐步解析其工作过程。
199,Adobe和Windows 0day攻击可能被俄罗斯APT28在高度针对性攻击中利用,奇幻熊 (22),2015-04-18,FireEye,C&C漏洞利用,FireEye实验室于2015年4月13日检测到一个利用0-day漏洞攻击Adobe Flash和windows系统的APT攻击行为。攻击者通过构建特定的参数利用C&C手段对Adobe漏洞（CVE-2015-3043）发起攻击。FireEye评估认为此次事件为APT28攻击行为。
200,移动端间谍应用AnubisSpy针对中东国家，与APT组织（APT-C-15）相关,人面狮 (1),2017-12-19,TrendMicro,暂无数据,趋势科技发现针对阿拉伯语言中东国家的恶意应用AnubisSpy，根据其C&amp;C关联到APT组织人面狮（APT-C-15）。AnubisSpy可以窃取短信，照片，视频，电子邮件账户等数据，也可以运行命令删除设备上的文件。
201,近期双尾蝎APT组织利用伪造社交软件等针对多平台的攻击活动分析,双尾蝎 (3),2020-10-19,奇安信,后门恶意软件,双尾蝎（APT-C-23）是一个长期针对中东地区的高级威胁组织，其最早于2017年被披露，至少自2016年5月起，持续针对巴勒斯坦教育机构、军事机构等重要领域开展了有组织，有计划，有针对性的攻击，该组织拥有针对Windows和Android双平台攻击能力。 近日，奇安信威胁情报中心红雨滴团队在日常的威胁狩猎中捕获了该组织多起攻击样本，此次捕获的样本涉及Windows和Android平台，Windows平台样本主要通过伪装成简历文档等诱饵的可执行文件进行初始攻击，此类样本运行后，将会释放展示正常的诱饵以迷惑受害者，同时后门将继续在后台运行以窃取受害者计算机敏感信息。
202,APT-C-23开发了它的Android间谍软件,双尾蝎 (3),2020-09-30,ESET,恶意软件,我们发现了APT-C-23使用的一个以前未被报道的安卓间谍软件版本，这个威胁组织也被称为双尾蝎，主要针对中东地区。ESET产品检测到的恶意软件为Android/SpyC23.A。据悉，APT-C-23集团在其运营中同时使用了Windows和Android组件，Android组件在2017年首次被描述。同年，对APT-C-23的移动恶意软件进行了多项分析已发布。比较与2017年发布的版本相比，Android/SpyC23.A已经扩展了间谍功能，包括从消息应用程序读取通知、通话记录和屏幕录制，以及新的隐藏功能，例如从内置的Android中取消通知安全应用程序。间谍软件的传播方式之一是通过一个假冒的Android应用商店，以知名应用为诱饵。
203,双尾蝎（APT-C-23）团伙利用带有政治主题的Android恶意软件针对巴勒斯坦的攻击分析,双尾蝎 (3),2019-05-08,奇安信,暂无数据,双尾蝎（APT-C-23）组织的目标主要集中在中东地区，尤其活跃在巴勒斯坦的领土上。从2016年5月起至今，双尾蝎组织（APT-C-23）对巴勒斯坦教育机构、军事机构等重要领域展开了有组织、有计划、有针对性的长时间不间断攻击。攻击平台主要包括 Windows 与 Android。这次的最近攻击样本通过仿冒Acrobat更新，通过显示含有政治主题的诱饵PDF文件，诱骗用户安装使用；恶意软件主要目的为窃取用户手机信息，并对用户手机进行远程控制，新程序继承了APT-C-23下发控制指令的模式，实现了两种向应用推送消息的方式，FCM和SMS通信。程序运行以后会隐藏自身图标，从而保护自身不被卸载。
204,响尾蛇组织利用巴菲双边协议为诱饵的攻击活动分析,响尾蛇 (12),2020-10-26,奇安信,远控木马,响尾蛇（又称SideWinder）是疑似具有南亚背景的APT组织，其攻击活动最早可追溯到2012年，主要针对其周边国家政府，军事，能源等领域开展攻击活动，以窃取敏感信息为攻击目的。 近日，奇安信威胁情报中心红雨滴团队在日常高价值样本挖掘中，捕获了一例响尾蛇组织攻击样本，该样本伪装为巴基斯坦-菲律宾相关合同协议，诱导受害者执行，一旦受害者执行，该样本便会通过公式编辑漏洞执行JS脚本，从而部署其常用的.NET远控木马控制受害者机器，窃取敏感信息。
205,响尾蛇（SideWinder）组织利用WebSocket隧道的新型攻击活动披露,响尾蛇 (12),2020-10-19,360,恶意脚本,响尾蛇（SideWinder）组织是一支具有南亚背景的APT组织，该组织的攻击活动最早可追溯到2012年，主要针对巴基斯坦和东南亚各国发起过攻击。今年9月期间又重新出现活动迹象。 相关攻击第一阶段的恶意荷载主要利用DotNetToJScript技术，以JavaScript恶意脚本为载体，在内存中执行.NET Assembly形式的恶意功能组件，以无文件攻击的方式躲避安全软件的查杀。 第二阶段的后门程序会通过C&amp;C下载各类攻击组件，其中核心的攻击动作是在失陷机器上利用WebSocket隧道建立反向的Socks5代理，操作各种后门和攻击组件进行渗透攻击。由于WebSocket隧道属于加密流量，部分流量安全设备很难识别异常情况。
206,响尾蛇APT组织2020年上半年活动总结报告,响尾蛇 (12),2020-07-12,freebuf,钓鱼攻击木马后门漏洞利用:CVE-2017-11882漏洞利用:CVE-2017-0199漏洞利用:CVE-2020-0674,Gcow安全团队追影小组对响尾蛇(SideWinder) APT组织2020年上半年活动进行了总结。发现在2020上半年的活动中该组织的主要目标依然是巴基斯坦，中国，孟加拉国以及其他的东南亚国家，其主要是集中在政府，军事领域。该组织也同样利用关于COVID-19信息作为诱饵对中巴的教育机构以及政府机构进行攻击活动。也出现了体育比赛方面的话题钓鱼邮件。从样本攻击流程来看，该组织的技术并没有太多的革新。主要的样本形式有两类，第一类为带有CVE-2017-11882漏洞的RTF（富文本）文件；另一类为使用该mshta.exe执行远程hta脚本的LNK文件。该组织近期还针对中国某大学发起攻击活动，利用浏览器nday，采用了CVE-2017-0199、CVE-2020-0674漏洞结合的方式进行攻击。
207,近期响尾蛇APT组织针对周边国家和地区的攻击活动分析,响尾蛇 (12),2020-05-21,奇安信,鱼叉式网络钓鱼攻击漏洞利用:CVE-2017-11882,"近期，奇安信威胁情报中心捕获到几例疫情相关的恶意LNK样本，此类样本伪装为受害国家的军方抗击疫情战略、空军大学疫情期间网络在线课程政策等热点信息开展攻击。一旦受害者执行此类恶意样本，LNK文件将从远程服务器下载恶意脚本执行，恶意脚本将释放展示正常的诱饵文档以迷惑受害者，并继续从远程获取第二阶段恶意脚本执行。第二阶段恶意脚本将在受害者计算机上部署相关恶意软件，并通过白加黑的方式加载最终的远程木马，控制受害者机器，从而窃取敏感信息。 除LNK文件以外，攻击中也出现了公式编辑器漏洞利用文档，恶意文档会释放执行一个脚本文件，该脚本文件同样会解码执行.NET dll文件,其后续行为与LNK文件流程基本一致，最终恶意payload也为SystemAPP.dll，用于获取系统用户名，计算机名，杀软等信息的木马。"
208,恶意Google Play应用与SideWinder APT组织相关,响尾蛇 (12),2020-01-06,TrendMicro,暂无数据,研究人员在Google Play商店中发现了三个恶意应用程序，它们是Camero，FileCrypt Mange和callCam，可协同工作以破坏受害者的设备并收集用户信息。 首先，Camero和FileCrypt Manger应用程序，充当下载器。从C2服务器下载一个DEX文件，下载的DEX文件将下载APK文件，并在利用设备或使用辅助功能后安装该文件。 所有这些都是在没有用户意识或干预的情况下完成的，攻击者使用了混淆，数据加密和调用动态代码等手段来隐藏。其中，Camero根据下载的DEX从C2服务器检索特定的漏洞利用：CVE-2019-2215和MediaTek-SU来获得root特权。FileCrypt Manger用来获取辅助功能权限。其次，第二阶段为安装和启动callCam应用程序。启动后，应用程序callCam会在设备上隐藏其图标，收集特定信息包括微信，Outlook，Twitter，Yahoo Mail，Facebook，Gmail和Chrome的数据，并在后台将其发送回C2服务器。 这些应用所使用的C2服务器被怀疑是SideWinder基础架构的一部分。 此外，在其中一台服务器上也找到了链接到应用程序之一的Google Play页面URL。
209,游荡于中巴两国的魅影——响尾蛇(SideWinder) APT组织针对巴基斯坦最近的活动以及2019年该组织的活动总结,响尾蛇 (12),2020-01-01,Gcow,恶意邮件恶意软件木马后门漏洞利用:CVE-2017-11882,"Gcow安全团队追影小组于2019年11月份捕获到名为SideWinder(响尾蛇)组织针对巴基斯坦的活动,介于该组织主要针对巴基斯坦和中国以及其他东南亚国家,且其于10月份时候针对中国部分国防重要行业进行类似手法的攻击活动,为了更好了解对手的攻击手段以及加以防范,团队将以最近的样本为契机来总结该组织为期一年的攻击活动. 响尾蛇（又称SideWinder、T-APT-04）是一个背景可能来源于印度的APT组织,该组织此前已对巴基斯坦和东南亚各国发起过多次攻击, 该组织以窃取政府，能源，军事，矿产等领域的机密信息为主要目的。此次的攻击事件以虚假邮件为诱饵，利用Office远程代码执行漏洞（cve-2017-11882）或者通过远程模板注入技术加载远程URL上的漏洞文件.在针对于巴基斯坦的攻击中我们发现了Lnk文件的载荷,其主要驱动是mshta.exe，攻击者通过各种方式以达到伪装的目的"
210,响尾蛇组织针对巴基斯坦活动，使用新的恶意负载隐藏策略,响尾蛇 (12),2019-11-08,瑞星,暂无数据,"瑞星安全研究院最近发现APT组织响尾蛇针对巴基斯坦海军的攻击活动，主要目的是窃取政府，能源，军事，矿产等领域的机密信息。攻击者投放虚假的快捷方式文件""Key_Points.doc.lnk""，文件伪装成巴基斯坦海军公共关系总局发布的印度与中国领导人会谈新闻稿，诱导目标点击。在链接目标中可以看到显示调用的目标应用程序为cftmo.exe，但用户点击访问后将执行System32中的mshta.exe，通过mshta下载执行指定URL恶意脚本文件。安全研究人员将这种隐藏目标程序的技术称为""Link文件路径的目标劫持技术""。其利用了操作系统在右键显示属性的时候会优先使用 EnviromentVariableDataBlock中指定的程序路径，而不会判断该目标程序是否存在。下载的样本692cd02.hta是个JavaScript脚本文件，会从指定链接地址获取其他恶意负载盗取电脑文件信息。"
211,境外响尾蛇组织伪装我国相关部门 对他国驻华使馆发起攻击,响尾蛇 (12),2019-09-02,微步在线,漏洞攻击木马后门网络钓鱼,近日微步在线威胁情报云捕获到一起用于定向攻击的恶意样本，经过分析关联发现，本次攻击的幕后团伙为具有印度背景的黑客组织响尾蛇（SideWinder）。恶意样本伪装成我国国防部国际合作部门办公室文件，尝试利用CVE-2017-11882漏洞向他国驻华使馆人员投递远控木马。木马文件利用白利用技术，经过多次内存装载执行，达到窃取信息的目的。窃密模块通过遍历收集的目标文件目录，通过文件后缀排除自身记录痕迹，对各文件打上相应的协议标签，然后把文件数据以及标签项封装成json的压缩格式上传到C&amp;C服务器。
212,境外响尾蛇组织伪装我国相关部门 对他国驻华使馆发起攻击,响尾蛇 (12),2019-08-30,微步在线,暂无数据,国内研究人员最近发现一起响尾蛇组织的恶意攻击活动。恶意样本伪装成我国国防部国际合作部门办公室文件，尝试利用CVE-2017-11882漏洞向他国驻华使馆人员投递远控木马。木马文件利用白利用技术，经过多次内存装载执行，达到窃取信息的目的。窃密模块通过遍历收集的目标文件目录，通过文件后缀排除自身记录痕迹，对各文件打上相应的协议标签，然后把文件数据以及标签项封装成json的压缩格式上传到C&amp;C服务器。
213,响尾蛇（SideWinder）APT组织针对南亚的攻击活动披露,响尾蛇 (12),2019-02-26,腾讯,暂无数据,"""响尾蛇""（SideWinder、T-APT-04）从2017年底到2019年初持续针对巴基斯坦等南亚国家军事目标进行定向攻击。近期，又有针对南亚的攻击活动被发现。本次攻击诱饵采用CVE-2017-11882漏洞进行攻击，触发漏洞后，会从远程地址获取hta，然后调用RunHtmlApplication，将命令行中的final.hta执行。该组织的攻击诱饵主要有以下两类：lnk和office文档。有效荷载会先获取杀软的名称，如果不是“360”、“ avast”，就上报杀软的名称到相应的服务器。最终释放的恶意文件为一个VB写的后门文件，用来收集用户信息、记录键盘和鼠标的操作等。目前该组织的攻击目标主要在巴基斯坦，但是由于地缘关系，也不排除针对中国境内的目标发起攻击，因此相关部门、单位和企业切不可掉以轻心。"
214,响尾蛇（SideWinder）APT组织采用更隐蔽的方式植入后门程序,响尾蛇 (12),2018-10-18,Sebdraven(persion),鱼叉攻击,一种新型RTF文件被发现，它是用于创建其漏洞的相同工具集。该RTF利用CVE-2017-11882漏洞下载hta文件，并将其记录在caller.exe中。 Sidewinder放弃了HTA中的PowerShell，所有内容都是用vbs编写的。其目的是隐蔽性更强。因为许多恶意软件使用PowerShell，采用更隐蔽的方式也是防止被发现。
215,SideWinder“响尾蛇”APT组织（T-APT-04 ） 针对南亚的定向攻击威胁,响尾蛇 (12),2018-05-22,腾讯,暂无数据,近日腾讯御见威胁情报中心捕获到了SideWinder（响尾蛇） APT组织的一个最新攻击样本，该APT组织疑似来自印度，最早活跃可追溯到2012年。主要针对巴基斯坦等南亚国家的军事目标进行定向攻击。
